listing_id,id,date,reviewer_id,reviewer_name,comments
12578052,223973023,2-1-2018,48707345,Lea,Wohnung ist nicht mit einer „Luxuswohnung“ zu vergleichen. Die Wohnung ist sauber. aber die Toilette macht echt kein Spaß. Gerade auf der Toilette sitzen ist für große Menschen nur erschwert möglich! Verspäteter Check-in (1 Stunde später wie angekündigt) erschwerte die Ankunft. Zudem müssen einige Maßnahmen zur Reinigung bei Check-out erledigt werden. die eigentlich von der Reinigungsgebühr abgezogen gehört. Die Wohnung liegt nicht zentral. Man brauch mindestens 20 Minuten in die Stadt. Der Aufenthalt war ok.
12579177,224107352,2-1-2018,36558618,Murilo,Otimo lugar. hosts e atendentes otimos e super bem localizado.
12694820,223962748,2-1-2018,141361667,Nuran,Kald???m?z daire tüm ihtiyaçlar?m?z? kar??layacak büyüklükteydi.Ocak ve f?r?n?n olmas? bizim için avantajl?yd?.K?? olmas?na ra?men balkonda oturma keyfi ya?ad?m :) Banyonun ve tuvaletin dar olmas? d???nda ev gayet güzel.s?cak ve keyifliydi.Ev sahibiyle tan??mad?k ama tüm ince detaylar?na kadar tüm bilgilendirmeleri yapt?.tekrar kalmay? kesinlikle dü?ünebilirim!
12772984,223974494,2-1-2018,122930139,Wael,It was great we loved everything about the place. Highly recommended for everyone who wants to enjoy their time in Amsterdam.
12840460,224045200,2-1-2018,62220995,Amy,Amazing stay we will definitely recommend staying here! Great location and beautiful little apartment! Very thoughtful and helpful host!
12865495,224015075,2-1-2018,106639750,Priscila,Muy cálida bienvenida y delicioso desayuno. Además de una conveniente ubicación.
12879304,224022029,2-1-2018,156628149,Nikos,Beautyful. peaceful and very comfortable house only 15 minutes by tram from the city centre. Some bedrooms offer a great view at the canal! I sure you will enjoy your stay.
12881012,223965377,2-1-2018,157892955,Alexandra,Séjour agréable dans un charmant appartement la verrière est un grand plus mais je l'avoue le plus difficile ce sont les escaliers à la mode hollandaise petit et étroit
12908561,223954466,2-1-2018,55811741,Akash,Great locality right in the middle of central Amsterdam's most buzzing place. Wonderful hospitality by the host. Be prepared. as the rooms are compact but true to the pictures shown. Also. be aware of the narrow steep staircases just in case you are not familiar with the typical staircases in Amsterdam. There is no lift in the hotel. The rooms and common toilets/bathrooms were very clean.There is always some noise in the room due to its location and also the church opposite. There won't be much silence in the rooms at night as many coffeeshops. pubs. restaurants. adult clubs. etc. are in the vicinity.Overall. it was total value for money compared to the crazy hotel prices in Amsterdam.
13051355,224032809,2-1-2018,122870497,Jessica,Great location right near the red light district and close to bars and food places. The street itself was quiet which was welcome relief from tbe crowds. The rooms are lovely. clean and spacious and the mini bar is well stocked everyday :) Roof top terrace would be great in summer.... not so good in the rain  though. The stairs are a steep climb but you get used to it! All in all a good stay though comfortable and clean and a helpful host.
13090334,224067068,2-1-2018,72814224,Synnøve,We had a great stay in Marije's place. The appartment has everything you need for a stay in this beautiful city. Check in and check out was very easy and  Marije was very helpful  and flexible. The appartment has good location with great conection to the city center with several trams and buses that goes all the time. I can really recommend staying in this place!
13092978,223952868,2-1-2018,94243729,Tom,Great location!!!
13103861,223932474,2-1-2018,57932532,Shaun,Me and my wife stayed here to celebrate New Year. It was the third time we’ve stayed in Amsterdam for new year but the first time not using a hotel. We much preferred the extra space the attic provides and the good communication/hospitality from the hosts. It’s in a great location and would recommend to anyone looking to stay in Amsterdam. Thanks again !
13107524,223985119,2-1-2018,155369399,Milena,The flat was incredibly beautiful and super clean with all the extras one could dream of having. plus the bed was super comfortable with a great view of the Gracht. Mira‘s hospitality was one of a kind. I can wholeheartedly recommend this flat to anyone considering coming to the beautiful city of Amsterdam.
13164268,224094194,2-1-2018,15752454,Lisa,Comfortable house in a quiet and nice area in Amsterdam. Really kind hospitality. Amazing
13170633,224000855,2-1-2018,142179392,Maximilien,Warm welcome from Annette and a nice place to stay. The flat is in a quiet district and not far from the tram station going to the center (3min from tram).
13230530,224010482,2-1-2018,356343,Davlyn,We had a wonderful stay at Josee’s place! We were 2 couples and the layout allows for privacy as well as a comfortable common space. We were in walking distance of restaurants and cafes and a 15 min car ride into the center of the city. We were given a tour of the space upon arrival and all communication prior to arrival was quick and informative. Thank you!
13247868,224014087,2-1-2018,3874844,Jean-François,Cristian was a very good guest.His friends Bart who meet us was also really kind.The flat was perfect for 4 people. the shower is brand new. It‘s just a little far from the center - 30 min by tram.
13272633,224042028,2-1-2018,11301355,Artur,We had a great time on new year!!! Everything was fine. the reservation. the information. the location! We enjoyed our 2 day trip.
13353566,224108481,2-1-2018,24300254,Julia,Iris's home is a very good place to stay if you are a group of friends or a family. It's not in the center of Amsterdam but there's a bus at 10min from the house. The house is big and in a quiet lovely district. The only thing was stained sheets in one room but Iris found a solution. We recommend the house!
13406951,224111061,2-1-2018,47740228,William,Excellent location and property along with wonderful hosts.
13464429,224010608,2-1-2018,14279366,Laura,Huib is very kind. He allowed us to leave the luggages before check in. The apartment is very cosy and clean. It is next to the bus stop towards and from the central station. And in a very central position. We really enjoyed our stay in this place.
13471612,223967459,2-1-2018,57719062,Vineet,Great location. Awesome host!
13554389,224068076,2-1-2018,155903220,Lucie,Très bon accueil de la part de Bas et de sa femme par une bouteille de champagne ! L'appartement est parfait pour un séjour en famille ou entre amis. Le quartier est très calme et le centre d'Amsterdam n'est qu'a une dizaine de minutes a pied.
13737420,224090997,2-1-2018,46572144,Elisa,Florian's place is really comfortable for everyone: families. couples. friends. He's really nice and available at any time. ready to do everything he can to make you feel at home and avoid any trouble during your holiday.
13756626,223944218,2-1-2018,50150629,Arina,Victor’s place is amazing!Location - opposite the metro station. 1 min walk from it. 15 min to the city center by metro. direct line.The studio - It has EVERYTHING you need for a comfortable stay - all the dishes. coffeemaker. great oven etc.Everything was pristine clean and very stylish - we were actually trying to guess. who decorated the place. as we really liked the design and those small finish touches here and there)It is a studio. yet it easily accommodated 3 people and we didn’t feel like we lacked space!Victor was really friendly and gave us a lot of great advice for our stay! Will defo come back!
13764999,223983603,2-1-2018,164938017,Oliver,It was a pleasure to be hosted at Bobs apartment.We were there over NYE and we can really recommend Bob. He answers fast if we had questions. gave us helpful information and tips for Amsterdam.He is very hospitable. the apartment has everything you need and is very clean and comfortable. You will reach the center via tram in 10 - 15 minutes. Walking would take about 35 minutes.All in all. it was a great stay. wonderful apartment and a exemplary. super friendly and helpful host.Thank you Bob. highly recommend. hope we can stay at yours next time we visit Amsterdam
13807292,223955012,2-1-2018,135111067,Dylan,Séjours super agréable. le logement est irréprochable et très bien entretenu.L’hôte Juliette nous a très bien accueillie.nous y retournerons avec grand plaisir.
13852643,224068783,2-1-2018,153186992,Pierre-Étienne,Thanks for everything Willem. We had a lovely stay in your beautiful neighbourhood. We plan to be back each year to Amsterdam! Gen & PES
13954029,224125785,2-1-2018,8218326,Nina,We had a great experience! I spent New Years Eve in Amsterdam with friends. so we were lucky to find an apartment in such a great area! The apartment looks like the pictures and we felt very comfortable. The kitchen is also nice and we enjoyed cooking together. We were able to walk almost everywhere and the tram is not very far away as well. Janire always answered very fast and helped us in everything she could. We would love to come back :)
13965835,223945007,2-1-2018,69853573,Kemal,It was a great experience to stay in a houseboat. The accommodation is well located. Everything looks like on the pictures. Thank you again Geke ! :)
13972625,224133903,2-1-2018,57793450,Nick,Marieke's place was gorgeous. Great location near trams. easy to get in and out of the city. but the area around the apartment has a lot to offer. Came here over new year's and had such a great time.
13990928,224101780,2-1-2018,10218273,Catherine,This apartment is AWESOME! It represents everything that Airbnb should represent. a home away from home. it was like we found our Dutch counterparts with a home similar to our own.The space is fabulous and great for a longer stay in Amsterdam. we were able to relax and cook dinner there. Plus we were walking distance from everywhere. We'd love to go there in summer when we could also enjoy the large balcony space more as well! Big 10/10 for this apartment. and it was fab finding the perfect truly dutch home for our stay in Amsterdam. This includes the tiny and very steep stairs!
14054769,224127720,2-1-2018,67695198,Priscilla,Good location. big apartment with 3 rooms (2 double beds + one bed containing 2 foam mattresses). one bathroom with shower + bath + WC and one separated WC. The living room with the kitchen is spacious. Internet is working very well.Unfortunately during our stay. there were many problems like the cold coming inside the apartment (because some window cannot be close completely). some lack of cleaning in the communal areas... but the most important problem was the main door which didn't close (there was a written paper behind the door saying that the lock seems to have a problem and that we cannot close the door if we don't want to be locked outside) so we had to leave it everyday leaving our computers and all our stuff inside. We do have sent messages to the host but we didn't get an answer for that. we had to live with it. When we left the apartment. we mentioned again the problem to the person that made our check out (not the host. an hosting agency). and he didn't react. We didn't get angry or nothing when we spoke to him. but didn't even receive a goodbye when we left. 
14096751,223944640,2-1-2018,83770068,Kyle,Top marks all round! We had a perfect time in Amsterdam and with the apartment. The door and views open straight out to the canal. There is a tram right around the corner that brings you right into the city center. The apartment is warm. clean and as shown in the pictures. Daphne left plenty of direction for great places to see and trips to do. Daphne was super quick to respond to any questions we had and went out of her way to make sure we had a welcome stay. I would come back to this location next time I am in Amsterdam for sure.
14101273,224110355,2-1-2018,146715026,Dennis,Das Apartment befinden sich etwas außerhalb in einem ruhigen Wohngebiet. aber man kommt sehr gut mit der Tram in die Stadt. Die Wohnung ist gut ausgestattet und sieht aus wie auf den Bilder (allerdings ist das kleine Zimmer etwas kleiner als es wirkt).Für alle die ein nettes Apartment für zwei Personen suchen. kann ich es nur empfehlen
14109108,224015204,2-1-2018,23384759,Rebecca,Bianca is perfect and her home is like her ! We found a very pretty and cosy appartement with a very good localisation because it’s very central but also very quiet. All the flat is design with talent. Thank you for this lovely weekend ??
14157367,223986709,2-1-2018,58612372,Marko,Très bien situé. proche du centre centre avec une belle terrasse ! Cependant une autre personne est venue nous accueillir avec deux  sacs à la main. Celui ci faisait les lits pendant notre arrivée. Le ménage n'a pas été fait et il restait encore des traces des précédents locataires... De plus l'évacuation de l'air dans la sdb ne fonctionne pas et sans fenêtre nous étions dans un sauna
14158010,223953715,2-1-2018,51472826,Florent,Appartement familial idéal pour 4 personnes. Sa localisation est exceptionnelle en plein coeur du quartier vivant De Pijp. Excellente communication. Séjour réussi.
14159545,223952942,2-1-2018,163442162,Vincenz,We were expecting to be welcomed by such a kind host which was open to our questions and made it way easier for us to start with our Amsterdam trip. Not only did she know the answers but she recommended certain things and places.The apartment itself is very handsome and classy thanks to the art and the decoration. It is not far from the center and were pleased with the kitchen. the bathroom and even a small balcony.Thanks once more!
14171624,223961485,2-1-2018,75851852,Anais,Très jolie appartement qui correspond parfaitement aux photos. Ron est un très bon hôte qui est là même pendant le séjour pour répondre a nos questions sur la ville. L’emplacement est très bien proche du tramSuper séjour chez Ron
14190815,224007213,2-1-2018,22669566,Francesco,Appartamento tranquillo vicino a un canale nella zona residenziale orientale. 15 min da stazione centrale o sud. Comodo con 2 bus o meglio ancora in bici. Alto. luminoso e veramente abitato! Cucina con tutto il necessario. letto molto confortevole. Il bagno è normale. magari un po’ piccolo ma doccia comoda. Wi-Fi e tv ok. Carino anche il letto in più soprelevato. Il proprietario è gentilissimo e pronto a venire in contro su tutto.
14210950,224060907,2-1-2018,30510953,Stefano,Alloggio molto carino e silenzioso ma abbastanza sporco. Deve migliorare
14246597,223946411,2-1-2018,478511,Mario,We were very happy in the apartment of Fanny. It is very spacious. nicely located and well equipped. The Vondelpark is one minute away. The communication was totally unproblematic and friendly. The roommate Pauline has taken care of us very nice. We enjoyed the stay very much.
14250357,223986127,2-1-2018,162953199,Alyssa,Great apartment and great location really close to the center ! Amazing stay over there !
14368003,224136239,2-1-2018,154590611,Ayman,Très bon acceuil de la part de Viola. appartement très agréable et soigné. facile a trouver car très bien indiqué par l'hôte.
14370482,223975421,2-1-2018,102390054,Mik,cette maison flottante était charmante. le chat très sympa et peu envahissant. nous n'avons pas eu le plaisir de trouver des oeufs mais tout était parfait.
14544313,223994638,2-1-2018,24822013,Guido,We have had  a great stay!The flat is really nice and cozy
14544835,224119637,2-1-2018,163498997,Bruno,Um bom espaço. O Martijn sempre foi muito atencioso e disponível.
14618316,224018143,2-1-2018,58268571,Kat,Amazing clean luxurious place. great location! Definitely recommended
14743990,223967917,2-1-2018,116228508,Alice,The apartment was really cosy. well equipped and close to the center. Jordy was also very welcoming.Nice place to stay a few days in Amsterdam.
14744237,223971424,2-1-2018,153245987,Christian,Great place and good service from the host. Micheal! Until next time
14969216,224088433,2-1-2018,76966405,Thomas,The appartment contains 2 bedrooms with 1 double bed in each rooms. It is around 25 mn by foot from the dam square. Trams are 5 minutes from the place and it take you to the center in 10mn and to the Van Gogh museum in 15 mn.
15038140,224045385,2-1-2018,95374296,Yvonne,Wonderful hosts. Great house boat. awesome location! They went out of there way to find us parking and to make us feel at home! We loved our stay and will return! Thank you so very much!
15045068,223973342,2-1-2018,14644919,Diana,We have much enjoyed our stay at Jelle's lovely apartment. lot of light and space. stylishly furnished and close to city center - you can take public transportation or even walk which we much appreciated. Great was also flexible check in time. Thanks to Jelle for being a great host!
15046252,224023061,2-1-2018,11072067,Nicola,We had  a fantastic stay for New Year. We had been left a bottle of Moët for New Year and all local amenities explained clearly. The buses are very easy to catch into town and we enjoyed the relaxed atmosphere of the neighbourhood.
15061198,224138283,2-1-2018,32114636,Kaiyue,The reception was perfect and it was very easy to get to the boat from central station. It was also very kind that Allart left us a bottle of red wine and some delicious cookies during our stay. We love the houseboat and it was very cozy! We recommend!
15093623,224134690,2-1-2018,140528300,Rosie,The location is perfect!! This was the perfect base for exploring Amsterdam! There can be a little bit of noise given the location but it quickly becomes background noise. We would absolutely stay here again if we come back to Amsterdam!
15168599,223971903,2-1-2018,117332892,Elham,we had a wonderfull time in Amesterdam and in Raymond hause. the hause was clean and cozy and 1 minutes far from bus station. Raymond was so kind to us. we checked in as soon as we arrived to amesterdam. he made coffee before we arrive. and stayed a bit with us to give us some tipps about the city. i would go there if i travel to amesterdam again.I recommend it highly Thank you Raymond and hope to see you again
15174612,223977904,2-1-2018,6719084,Dirk,Die Kommunikation war super. Die Wohnung ist schön und wie auf den Bildern. Direkt unten an der Straße ist ein Supermarkt. Im Viertel kann man gut Essen gehen und es gibt auch einige Bars in der Straße. Mit der Tram ins Zentrum zu kommen ist kein Problem. es befinden sich mehrere Haltestellen in Laufentfernung. Wir hatten einen schönen Aufenthalt dort.
15262729,224101309,2-1-2018,45165396,Christine,The apartment was very nice and cosy. The balcony view was really nice. especially on New Year's. The shower is in the same space as the bedroom so not really private. but curtains could be drawn. We really enjoyed our stay and Martin's parents were very welcoming and friendly. They gave us some Stroopwaffels which were very nice.
15276959,224118500,2-1-2018,104111509,Ale,Está muy bien ubicado. prácticamente puedes llegar caminando a la mayoría de las atracciones de Ámsterdam. El lugar es muy armonioso. cómodo y limpio. Regina siempre al pendiente. Les encantará!
15373310,223998254,2-1-2018,163806918,Eleanor,Brilliant little place with an amazing view and in the ideal spot
15432553,223964911,2-1-2018,6679209,Clélie,notre séjour chez Milena s'est très bien passé. nous étions là pour le Réveillon et Milena avait laissé à notre attention une bouteille de champagne à notre arrivée! l'appartement est agréable et fonctionnel. à 2 min d'un parc très agréable et à 20 min à pied du centre ville. mais transports en commun à 2 min. le quartier est agréable. restaurants. bars et le quartier Joordan est tout près!les explications de Milena étaient très claires et une grande flexibilité sur l'arrivée et le départ!
15441753,223981688,2-1-2018,161559992,Jake,A beautifully contemporary and clean apartment in a brilliant location. Emiel was a great host. always happy to give tips on the location as well as adding some great little touches to make you feel more at home. I definitely plan to come back and would highly recommend Emiel’s.
15442364,224041451,2-1-2018,27207542,Manuela,Where to start ? Well Sara’s place is spotless. The room size is decent and the amenities are clean and wide ( massive bathroom ) . The kitchen is really functional. And the Living room is the highlight of the flat. spacious light. with an hamac . We were 3 friends from France. meeting abroad to enjoy and live the Deutsch way for 4 days. Sara have a very good knowledge of her neighbour which is really convenient. then the flat is located 20/25 min to the Center. it’s really easy to get in town at any time of the day or night with public transports or taxi . Then there is Sara. she is the best Airbnb host ever. she knows how to make you feel comfortable. and she put so much effort on her flat to be welcoming that the only way it’s to leave it the same way.I will be back to Amsterdam. Thanks very much Sara to make our stay special. ??
15563670,223961393,2-1-2018,75516729,Guillermo Ignacio,All was super good. The house is even better than the pictures. beautiful and good locate. All was clean and nice. Transportation to the city was easy. Parking for the car was also possible. A really nice place for a families with kids. Thank you for you attentions Janine and Rik
15594816,223971186,2-1-2018,103567482,Mathilde,Très bon séjour. logement conforme à la description. et hôte très accueillante. merci beaucoup!
15726642,224081087,2-1-2018,164591719,Marine,Tout a était impeccable!
15753136,224019848,2-1-2018,59559758,Shunny,We enjoyed our stay at Eric's place. the house is amazing and right by a quiet lake. Yes it's 1 metro ride to Centraal but the metro runs every 10mins usually so if you time it right (8mins walk to station). you can be central in 25- 30 mins or less from leaving the house. The red Metro line served us well! I highly recommend staying here as the house is beautiful and relaxing.
15781732,224124706,2-1-2018,57998425,Charlotte-Louisa,Excellent hosts. beautiful apartment which is bigger than the pictures look. It’s very close to public transport and very clean! Would definitely stay again!
15785542,224046791,2-1-2018,54851628,Marlo,Es hat alles gut geklappt. Die Kommunikation mit der Gastgeberin Bindy. war super  schnell und einfach. Die Lage ist toll. nicht weit weg von der Tram und von Einkaufsmöglichkeiten. Ruhige Wohngegend. Gerne wieder! The communication with the hostess was perfect. fast and easy. The location of Bindys room is quite good and near to the city of Amsterdam. Quiet surroundings. Any time again.
15797457,223992286,2-1-2018,68868717,Manuel,We really enjoyed the two days in Amsterdam staying at this wonderful loft. Diddo and Malai are great hosts. so friendly and helpful. Due to the fact that we stayed over New Years Eve they welcomed us with Sparkling wine. Stropwaffles and a nice card. The loft is designed in such a nice way that feeling like at home started directly after entering the loft. The location of the loft is very central but also very quite.
15816344,223982800,2-1-2018,20393331,Eeva-Lotta,Absolutely great venue for anyone with a taste for adventure and willingness to meet some great new people :)
15818103,224069556,2-1-2018,148637769,Julian,Die Lage ist gut. In zehn Minuten erreicht man die Metro. die ins Zentrum fährt. und den Supermarkt. In der Gegend ist kaum was los. Man hat seine Ruhe.Eine gut ausgestattete Unterkunft. Das Badezimmer ist super und die Küche für einige Gerichte bereit. Sollte es einem zu ruhig sein kann man über eine Anlage Musik abspielen. Im Wohnraum gibt es viele gemütliche Plätze.Das luxuriöse Frühstück. das die Gastgeberin anbietet. ist sehr lecker.Inge ist eine nette. zuvorkommende und offene Person. Man hat sich gern mit ihr  unterhalten. Sie kann auch etwas Deutsch. Wenn mir mal Fragen hatten oder Hilfe benötigten war sie immer für uns da. Sehr zuverlässig.
15880053,224017265,2-1-2018,135590626,Hye Won,Best bnb ever! You won't regret to stay here in Amsterdam! She is kind. helpful and willing to help everything! Thank God I found this bnb in Amsterdam!
15880207,224129036,2-1-2018,43095652,Sergio,We liked very much the appartment and the neigbourhood. Very close to Vondelpark . quiet. nice and connected to the center by a high-frequency tram.The information about the appartment in Airbnb is real-life 100%Johan is very kind and answer your doubts / questions quickly.
15898415,223990798,2-1-2018,71042206,Donivan,Communication was great. The place was very clean and good looking. John was a great host.
15921637,224093091,2-1-2018,66321587,Marcel,We stayed in Ambers beautiful houseboat as group of 3 young guys! And all we can say is that everything was perfect. the location is directly in the center of amsterdam and the central station is 4 minutes away so you can get everywhere in a short time! The boat was absolutely cleaned and modern. You can fully enjoy the vibes of amsterdam and the view from the boat while waking up is wonderful. The communication with Amber was simple and she answered really quick and the check in and out was Easy and without problems!The next bar is 1 minutes away. the next super market 3 minutes. and of course the next coffeeshop is 3 minutes walking from the accomodation.
15950610,224137384,2-1-2018,95519897,Franck,Appartement très bien équipé. situé dans un quartier relativement calme. mais avec commerces et restaurants à proximité. La station de tram n'est qu'à quelques mètres à pied. pour se rendre en 10-15 minutes au centre-ville.L'appartement possède tout ce qui est nécessaire. Si il ne fallait trouver qu'un point négatif. c est la taille un peu petite de la salle d'eau. mais pour quelques jours c'est bien suffisant. Propriétaire très sympathique et très réactif ! La petite attention trouvée à notre arrivée est charmante. Toutes les infos sont disponibles dans un petit guide (conseil. sur restaurants. ville. vélos. etc) qui facilite bien des choses pour un court voyage. La grande flexibilité pour l'arrivée et le départ sont vraiment un plus ! Un logement à conseiller pour découvrir et s'amuser quelques jours à Amsterdam :)
16001180,224073094,2-1-2018,26071666,Emily,Cosy. stylish and close to shops and public transport. Alexander’s flat is truly charming. We made full use of the Netflix. the radio and the fully equipped kitchen and very much appreciated the fresh flowers that were in each room. the lovely welcome message on the chalk board and Alexander’s warm introduction. A fantastic place to stay a little outside of the hustle and bustle of the centre - we truly loved it!
16035172,224046653,2-1-2018,119008263,Sara,La posizione decentrata dell’appartamento è ottimo. sotto casa passa la linea del tram con la quale si raggiungono facilmente i posti di interesse ad Amsterdam.L’appartamento è davvero molto bello e c’è tutto ciò di cui si può avere necessità. dalla cucina al bagno è tutto gestito benissimo.Petra ed August sono due persone davvero disponibili. ci hanno accolto in casa loro e ci hanno anche lasciato il cibo per il primo giorno di soggiorno. davvero molto carini.L’unica pecca sono i letti un po’ scomodi. ma la casa è talmente bella che uno quasi non ci fa neanche caso.Grazie Petra ed August. consiglierò sicuramente la vostra casa ad amici!
16069039,224098417,2-1-2018,110491520,Michael,Clean and spacious home ideal whether you are living there or just using it as a place to just lay your head after exploring the beautiful city it resides in
16081933,223969873,2-1-2018,16568221,Ari,This place was. by far. the best Airbnb I’ve ever stayed in. The place has a great king bed with ultra comfy pillows and comforter. The bedroom is separate from a cozy living room that has a perfect TV. The kitchen was equipped with an espresso maker and milk frothed which made the mornings great. They were even fantastic enough to have a bottle of wine. cheese. eggs. and other snacks hat we could eat while in-between the walks to the numerous restaurants right around us. I can’t say enough how great this place was. It even has a little terrace that you can have your morning cappuccino from. Will definitely come back and stay here next time we’re in Amsterdam again!
16095302,224081450,2-1-2018,157503643,Jose Manuel,Calido y confortable apartamento a pocos minutos del centro .
16176002,223996250,2-1-2018,44752625,Benjamin,Eva was very arranging with the check-in and check-out time and the appartment was very comfortable with everything we needed.
16191245,224075996,2-1-2018,119906716,Karolina,I would like to say thank you to Linda because she made our stay in Amsterdam and New Year celebration most wonderful. The boat was much above our expectations. it’s fabulous and very stylish. The host was very kind to fulfill our wishes. Highly recommend!
16197533,223974048,2-1-2018,56055713,Charlie,The boat was good fun and the host was extremely friendly and helpful.
16203884,224061272,2-1-2018,148351883,Matteo,"The boat is really nice. Jose (that we nicknamed ""the captain"") is a lovely person always helping and ready for a talk. the stay is really enjoyable and also the people we were with! Definitely I would come again"
16222778,224125719,2-1-2018,50818000,Danielle,The apartment was great. location was great. Perfect for a couple exploring the city!
16254318,223966365,2-1-2018,31294051,Meliz,Could not have asked for a better host. so thoughtful. so accommodating and just a lovely guy! Ben you legend. Thanks for the stay we will be back again soon ! 
